circuit_layers,Final_fidelity
15,0.9999900109959408
14,0.9955907974497721
13,0.9971089624363544
12,0.9955223303437057
11,0.9949697199756168
10,0.9919039138552456
9,0.9930338336409983
8,0.9918711743832761
7,0.9929720139815189
6,0.9880463547871728
5,0.9922931470246731
4,0.9842795668842076
3,0.0
