circuit_layers,Final_fidelity
15,0.9999900388442011
14,0.9953575750901131
13,0.9968124749170633
12,0.9942638299319903
11,0.9941509617960338
10,0.9909690510807739
9,0.9936518129789527
8,0.9909900303468374
7,0.988357461917823
6,0.9878385750812675
5,0.980209031866908
4,5.978995076816318e-11
