Trotter_steps,circuit_layers,statevector_fidelity,frobenius_error,mpo_fidelity,err_init/err_opt
8,1,0.8699147606129307,1.361592585329411,9.48933947613314e-11,1.1823463028972063
8,2,0.8360811001708781,1.7587113733275508,1.355544695664884e-11,1.3295561875580204
8,3,0.7579244014074288,2.198469469014255,9.17122935196279e-12,1.904658256353716
8,4,0.7159328935586017,1.8542111794167595,4.948671024071453e-12,40.719687698039536
8,5,0.7202982796094177,1.9197402845091092,1.4998069802946273e-12,6.781993438776575
8,6,0.7022809799748939,2.041743667641767,4.0571526349198126e-13,7.2207751097197095
8,7,0.6146748709649994,2.07173369859915,1.1980821179955054e-12,2.61061419914457
8,8,0.6632819740666909,1.8822574069202587,3.2278053055377346e-12,9042.798644043303
8,9,0.6315743154979041,2.0972823741307343,2.2034766889435638e-12,31.021680667240847
8,10,0.6560849547569769,2.1184643273167088,3.267497952701185e-12,1769.3921727336183
8,11,0.6765416783926774,2.11516165438104,3.0878481082097903e-12,5808.220276712071
8,12,0.6700174969102243,1.8812118281062542,3.28538701447108e-12,28501.87316105434
8,13,0.6899704526158214,1.8823965281156314,3.220182051708873e-12,5054.697678404811
8,14,0.6596925009081234,2.1181886494459374,3.2523080841295803e-12,8684.067177645615
8,15,0.6644950482717904,2.1178569308727386,3.234077281025193e-12,680.0087995039266
8,16,0.6672155705102129,1.8811203424362242,3.2904494978671145e-12,37598.55716808086
8,17,0.6538817103056015,2.125214076787646,3.650450386521563e-12,6170.563749925648
8,18,0.6547659433317281,2.1169850148376708,3.1864023060929853e-12,4301.643680343687
8,19,0.6826756517494266,1.8830035036469166,3.1870277968457385e-12,9699.131144182753
8,20,0.6668615224178133,1.8840821585766316,3.1285327766676306e-12,34514.836687691815
8,21,0.6873220665706861,1.8837152629392486,3.1483685768410676e-12,26878.687265725275
8,22,0.6494805884790145,2.1171338897664036,3.194517486683629e-12,10678.318006434523
8,23,0.647000258141695,2.1161186442480706,3.1393811902981874e-12,2553.4495531035586
8,24,0.6701056520353506,1.8815099040859737,3.268919612679967e-12,42834.3206683036
8,25,0.6484818952624157,2.1200259221445923,3.35420993777411e-12,21948.670430011032
8,26,0.6456520900184084,2.1181125221367276,3.2481197001173392e-12,9870.862246635279
8,27,0.6857876866958525,1.8807146268399746,3.3129472867410598e-12,15653.697416079376
8,28,0.6688848566385874,1.881756725611124,3.2553151105999176e-12,27959.337476493525
8,29,0.6881867572055279,1.8814974735100902,3.2696055212267786e-12,45726.732593556815
8,30,0.6457302937500634,2.118579779124856,3.273869868670109e-12,15743.148086160387
8,31,0.6493574129113009,2.120985634987979,3.408064104952563e-12,17974.938563143758
8,32,0.667393979464129,1.8827473010457145,3.2010011868697115e-12,31068.451298514512
8,33,0.6481683633209662,2.1187472654367516,3.2831246612371526e-12,19007.03976813601
8,34,0.6346536163439125,2.115827319190796,3.1236484346270877e-12,43464.497359363944
8,35,0.6849409989727363,1.8811508539496313,3.288760668807696e-12,20702.80871961298
8,36,0.6653088640394239,1.8824664903265866,3.216351823915885e-12,44917.17833927667
8,37,0.6853485941523547,1.881524065524173,3.2681382843104102e-12,52908.18532852035
8,38,0.6285727179976467,2.116816443297331,3.1772259214513058e-12,31030.65625604844
8,39,0.6382172491866804,2.1212256520245,3.4215996760789688e-12,49086.69055322614
8,40,0.6671580867480642,1.8830734006497842,3.1832208939837744e-12,31620.185594053222
8,41,0.6360482014155856,2.120222543173373,3.3652083685323182e-12,156461.4688886518
8,42,0.6169253616920668,2.117728612413184,3.2270388167193264e-12,17795.382470064073
8,43,0.6819368935043862,1.8829647539490062,3.1891392586322007e-12,39700.94222206894
8,44,0.6684611457068892,1.8837904342929217,3.1442994162966725e-12,33031.19640305809
8,45,0.681519906131381,1.8833781315246527,3.1666504700387657e-12,62585.75862927922
8,46,0.616126766419407,2.1161774636264425,3.1425624747462055e-12,17936.51764078671
8,47,0.6324112238078892,2.1196624431608706,3.333925340144614e-12,98849.61566436017
8,48,0.6682737166743944,1.8833755734738638,3.166789389808774e-12,52211.73996921182
8,49,0.6335724181739181,2.1191646536328417,3.3062451229042818e-12,54697.33422152488
8,50,0.8400456271596565,2.0809799487386726,1.5268456418340142e-12,2490.9127401827313
8,51,0.6797245973071346,1.881458419715441,3.2717609443605984e-12,110749.52924823426
8,52,0.6652714716581055,1.8816055671321172,3.2636434152037585e-12,43171.10009350351
8,53,0.6786299785072879,1.8816021717689924,3.2638306100427774e-12,67611.29720736956
8,54,0.8355696609907731,2.081271300216985,1.5378520449061288e-12,2951.6758431305266
8,55,0.635226717516281,2.1188831863882887,3.290644848214204e-12,55593.5625602282
8,56,0.6628044682489475,1.881673441515602,3.2599024574179074e-12,35475.36390522854
8,57,0.640034868436055,2.117392884630933,3.20865990639894e-12,61405.83623179381
8,58,0.8906741963326159,2.079844494170446,1.4843287061279628e-12,4695.868596217133
8,59,0.6780951602634083,1.881663505541375,3.2604499535529038e-12,60988.452667473335
8,60,0.6609881802287471,1.882793551922032,3.1984763851044056e-12,30235.411014255325
8,61,0.6755081290530082,1.881836573250507,3.2509200789921765e-12,30528.987738219243
8,62,0.8865699652519626,2.0801083344452684,1.4941546245464664e-12,5821.111357990337
8,63,0.637501610295322,2.1172161559112226,3.199006246077441e-12,32474.99295128972
8,64,0.6594505227074147,1.883834566500655,3.141911686418834e-12,38292.93397624107
