Trotter_steps,circuit_layers,Starting_fidelity,Final_fidelity
5,1,0.7598801911191407,0.957129938718586
5,2,0.775936576121572,0.9752838142518698
5,3,0.7514929401303204,0.9979504138692081
5,4,0.7770534737134053,0.9981544548719402
5,5,0.8528214973297109,0.9994571069846615
5,6,0.8270050504279991,0.9997752005674704
5,7,0.7252846104698898,0.999768099895279
5,8,0.6242634832556502,0.9998666049767779
5,9,0.5883272817218843,0.9999259140354629
5,10,0.6834883810875847,0.9999574852411329
