Trotter_steps,circuit_layers,Final_fidelity
12,1,0.06716656277778656
12,2,0.06907165277653689
12,3,0.06932814290918453
12,4,0.06932814290918453
12,5,0.05632260082232126
12,6,0.04498629816596752
12,7,0.04819752646563372
12,8,0.036628412804469886
12,9,0.03953802381182069
12,10,0.0493904089759458
12,11,0.04201455556451055
12,12,0.02852476676952029
12,13,0.02910786042737679
12,14,0.038283855929896526
12,15,0.038242967377438285
12,16,0.03630397524451147
12,17,0.04223002221171575
12,18,0.03175644628721341
12,19,0.02793683045369967
12,20,0.02515882587021991
12,21,0.035788367318710636
12,22,0.04765178772391241
12,23,0.037683209034342094
12,24,0.0485593195912027
12,25,0.06077549736433366
12,26,0.06052343075270936
12,27,0.046916223026690095
12,28,0.05491779261355547
12,29,0.06707562674063626
12,30,0.04496497726679899
12,31,0.033836293220863026
12,32,0.036116376141791126
12,33,0.022839672056473914
12,34,0.019678358643405544
12,35,0.01935003464568904
12,36,0.030032526419484687
12,37,0.02052237360765773
12,38,0.030942097469775387
12,39,0.04193638716450451
12,40,0.06336392985073273
12,41,0.09043833481788119
12,42,0.08747067051152786
12,43,0.10077760343842278
12,44,0.08910177145244463
12,45,0.09220354644895881
12,46,0.09267812545806293
12,47,0.08942511041129428
12,48,0.10209230378478448
12,49,0.08021108255921491
12,50,0.05943281847374828
12,51,0.04106369974631018
12,52,0.024742948440517113
12,53,0.019258483300719123
12,54,0.012739218169466203
12,55,0.014172117244059673
12,56,0.008210021403725022
12,57,0.001889048770443674
12,58,0.0034235316960629144
12,59,0.0021248019779972777
12,60,0.002475950825231184
12,61,0.0022556452875929158
12,62,0.0027539418294640163
12,63,0.004531081473604497
12,64,0.008124182640243836
12,65,0.0017367453181820311
12,66,0.004418256440775959
12,67,0.006988895838553721
12,68,0.014710819544262
12,69,0.013228776534322506
12,70,0.015293376695083153
12,71,0.01080065879399659
12,72,0.0017537971843838772
12,73,0.000925729462211321
12,74,0.0036241005602554873
12,75,0.005860285466377011
12,76,0.016367768224836408
12,77,0.030449681320297708
12,78,0.062337405627529395
12,79,0.08404875629760959
12,80,0.13291857903595172
12,81,0.18454328330213393
12,82,0.26638479617992716
12,83,0.3322103042430222
12,84,0.3873682925673661
12,85,0.47052919700908474
12,86,0.4988196171505794
12,87,0.548185885752245
12,88,0.5942963064088099
12,89,0.5930182675854713
12,90,0.6022459612653879
12,91,0.5858086400950377
12,92,0.5899420910194302
12,93,0.5830500864778256
