Trotter_steps,circuit_layers,Starting_fidelity,Final_fidelity
5,1,0.6879572494039948,0.9988970744419611
5,2,0.6168592272536039,0.999983988217113
5,3,0.6168592272536039,0.999983988217113
5,4,0.6168592272536039,0.999983988217113
5,5,0.6168592272536039,0.999983988217113
5,6,0.6168592272536039,0.999983988217113
5,7,0.6168592272536039,0.999983988217113
5,8,0.6168592272536039,0.999983988217113
5,9,0.6168592272536039,0.999983988217113
5,10,0.6168592272536039,0.999983988217113
