Trotter_steps,circuit_layers,Final_fidelity
10,1,0.06716656277778656
10,2,0.06849961080085147
10,3,0.06925843646226984
10,4,0.06925843646226984
10,5,0.06793760623910378
10,6,0.0654318378271865
10,7,0.06543183782718653
10,8,0.06968280958322899
10,9,0.07350723844716063
10,10,0.0735072384471606
10,11,0.056969778696103826
10,12,0.04836313699711791
10,13,0.052291633344891356
10,14,0.038836651683283256
10,15,0.0331430198216787
10,16,0.03464230328604748
10,17,0.04002890676806419
10,18,0.03235131732087001
10,19,0.02676064660212125
10,20,0.023358861771637554
10,21,0.017031343998361922
10,22,0.018362898250579168
10,23,0.022691334581470154
10,24,0.029278307223586927
10,25,0.029920640378672494
10,26,0.027763097784944374
10,27,0.03000613759427097
10,28,0.03323225231984299
10,29,0.03887985407641543
10,30,0.04679270308587043
10,31,0.04695416389910502
10,32,0.05155334175257639
10,33,0.058414981246614664
10,34,0.0586725236982395
10,35,0.05361470538181461
10,36,0.05410295095426833
10,37,0.05680413887445571
10,38,0.06076044748086551
10,39,0.0657955822955894
10,40,0.06498756695011107
10,41,0.04481858061384635
10,42,0.042216850245578974
10,43,0.043579616079990606
10,44,0.02988520109418804
10,45,0.02707285597682428
10,46,0.027482501387710297
10,47,0.03364161164241996
10,48,0.03366386556867943
10,49,0.03546702537807076
10,50,0.03902483176709867
10,51,0.043768339912472934
10,52,0.048852708664312905
10,53,0.054086405778012575
10,54,0.05880440564639622
10,55,0.05482408997720144
10,56,0.05566570627961021
10,57,0.05541090024329753
10,58,0.053603442471182754
10,59,0.057955759583547053
10,60,0.06143295702875624
10,61,0.057927382594323326
10,62,0.06126856390302679
10,63,0.06359537556477124
10,64,0.05989169015337037
10,65,0.05800744809994168
10,66,0.05511430027727593
10,67,0.05201021446976983
10,68,0.05428881624190525
10,69,0.05578752649685489
10,70,0.05339283583399583
10,71,0.054747937256573634
10,72,0.05143807755433543
10,73,0.051668457976089786
10,74,0.05749487594463273
10,75,0.05371606780157467
10,76,0.054102324370284824
10,77,0.05347716462093302
10,78,0.06595253996835108
