Trotter_steps,circuit_layers,Final_fidelity
5,1,0.22003775522962077
5,2,0.12775460076773737
5,3,0.12886464504845585
5,4,0.24353673073406568
5,5,0.2497718057270576
5,6,0.2648590559698867
5,7,0.2701691913585478
5,8,0.30724415433037966
5,9,0.31936241946727706
5,10,0.3230033370272648
5,11,0.3265564834990491
5,12,0.34591813789677883
5,13,0.3489847932092276
5,14,0.37506503449765116
5,15,0.3823146905140258
5,15,0.38231469050376843
5,16,0.4034144989468388
5,17,0.4077801826572425
5,18,0.34563126091309593
5,19,0.35021845476383384
5,20,0.35681843069810926
5,21,0.43429873714744494
5,22,0.4523606375737603
5,23,0.4523118142271443
5,24,0.4595587486474727
5,25,0.42527342654097056
5,26,0.4701302044720863
5,27,0.434265293155915
5,28,0.4796896901332933
5,29,0.4115831792506328
5,30,0.5075817158086745
5,31,0.42412404496556677
5,32,0.48037553149827295
5,33,0.4426672217450829
5,34,0.5121242668745393
